
DisplayName                                                                                  DisplayVersion      Publisher      
Microsoft Workflow Debugger v1.0 for amd64                                                   18.0.11811          Microsoft      
Microsoft Workflow Debugger v1.0 for amd64                                                   17.0.36015          Microsoft      
Microsoft Workflow Debugger v1.0 for x86                                                     18.0.11811          Microsoft      
Microsoft Workflow Debugger v1.0 for x86                                                     17.0.36015          Microsoft      
Microsoft Workflow Diagnostic Pack for x64                                                   17.14.36015         Microsoft      
Microsoft Workflow Diagnostic Pack for x64                                                   18.7.11811          Microsoft      
Microsoft.Android.Ref.35 (x64)                                                               35.0.78.0           Microsoft Co...
Microsoft.Android.Ref.35 (x64)                                                               35.0.101.0          Microsoft Co...
Microsoft.Android.Ref.36 (x64)                                                               36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.35.android-arm (x64)                                               35.0.78.0           Microsoft Co...
Microsoft.Android.Runtime.35.android-arm (x64)                                               35.0.101.0          Microsoft Co...
Microsoft.Android.Runtime.35.android-arm64 (x64)                                             35.0.101.0          Microsoft Co...
Microsoft.Android.Runtime.35.android-arm64 (x64)                                             35.0.78.0           Microsoft Co...
Microsoft.Android.Runtime.35.android-x64 (x64)                                               35.0.101.0          Microsoft Co...
Microsoft.Android.Runtime.35.android-x64 (x64)                                               35.0.78.0           Microsoft Co...
Microsoft.Android.Runtime.35.android-x86 (x64)                                               35.0.78.0           Microsoft Co...
Microsoft.Android.Runtime.35.android-x86 (x64)                                               35.0.101.0          Microsoft Co...
Microsoft.Android.Runtime.36.android (x64)                                                   36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.CoreCLR.36.android-arm64 (x64)                                     36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.CoreCLR.36.android-x64 (x64)                                       36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.Mono.36.android-arm (x64)                                          36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.Mono.36.android-arm64 (x64)                                        36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.Mono.36.android-x64 (x64)                                          36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.Mono.36.android-x86 (x64)                                          36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.NativeAOT.36.android-arm64 (x64)                                   36.1.43.0           Microsoft Co...
Microsoft.Android.Runtime.NativeAOT.36.android-x64 (x64)                                     36.1.43.0           Microsoft Co...
Microsoft.Android.Sdk.Windows (x64)                                                          36.1.43.0           Microsoft Co...
Microsoft.Android.Sdk.Windows (x64)                                                          35.0.101.0          Microsoft Co...
Microsoft.Android.Sdk.Windows (x64)                                                          34.0.154.0          Microsoft Co...
Microsoft.Android.Sdk.Windows (x64)                                                          35.0.105.0          Microsoft Co...
Microsoft.Android.Sdk.Windows (x64)                                                          35.0.78.0           Microsoft Co...
Microsoft.AspNetCore.Components.WebView.Maui (x64)                                           9.0.82.0            Microsoft Co...
Microsoft.AspNetCore.Components.WebView.Maui (x64)                                           10.0.20.0           Microsoft Co...
Microsoft.AspNetCore.Components.WebView.Maui (x64)                                           9.0.111.0           Microsoft Co...
Microsoft.AspNetCore.Components.WebView.Maui (x64)                                           9.0.82.0            Microsoft Co...
Microsoft.iOS.Ref.net10.0_26.5 (x64)                                                         26.5.10284.0        Microsoft Co...
Microsoft.iOS.Ref.net9.0_18.5 (x64)                                                          18.5.9219.0         Microsoft Co...
Microsoft.iOS.Ref.net9.0_26.0 (x64)                                                          26.0.9752.0         Microsoft Co...
Microsoft.iOS.Runtime.ios.net10.0_26.5 (x64)                                                 26.5.10284.0        Microsoft Co...
Microsoft.iOS.Runtime.ios-arm64.net10.0_26.5 (x64)                                           26.5.10284.0        Microsoft Co...
Microsoft.iOS.Runtime.ios-arm64.net9.0_18.5 (x64)                                            18.5.9219.0         Microsoft Co...
Microsoft.iOS.Runtime.ios-arm64.net9.0_26.0 (x64)                                            26.0.9752.0         Microsoft Co...
Microsoft.iOS.Runtime.iossimulator-arm64.net10.0_26.5 (x64)                                  26.5.10284.0        Microsoft Co...
Microsoft.iOS.Runtime.iossimulator-arm64.net9.0_18.5 (x64)                                   18.5.9219.0         Microsoft Co...
Microsoft.iOS.Runtime.iossimulator-arm64.net9.0_26.0 (x64)                                   26.0.9752.0         Microsoft Co...
Microsoft.iOS.Runtime.iossimulator-x64.net10.0_26.5 (x64)                                    26.5.10284.0        Microsoft Co...
Microsoft.iOS.Runtime.iossimulator-x64.net9.0_18.5 (x64)                                     18.5.9219.0         Microsoft Co...
Microsoft.iOS.Runtime.iossimulator-x64.net9.0_26.0 (x64)                                     26.0.9752.0         Microsoft Co...
Microsoft.iOS.Sdk.net10.0_26.0 (x64)                                                         26.0.11017.0        Microsoft Co...
Microsoft.iOS.Sdk.net10.0_26.5 (x64)                                                         26.5.10284.0        Microsoft Co...
Microsoft.iOS.Sdk.net8.0_17.0 (x64)                                                          17.0.8523.0         Microsoft Co...
Microsoft.iOS.Sdk.net8.0_18.0 (x64)                                                          18.0.8324.0         Microsoft Co...
Microsoft.iOS.Sdk.net9.0_18.0 (x64)                                                          18.0.9617.0         Microsoft Co...
Microsoft.iOS.Sdk.net9.0_18.5 (x64)                                                          18.5.9219.0         Microsoft Co...
Microsoft.iOS.Sdk.net9.0_26.0 (x64)                                                          26.0.9752.0         Microsoft Co...
Microsoft.iOS.Sdk.net9.0_26.5 (x64)                                                          26.5.9002.0         Microsoft Co...
Microsoft.iOS.Templates (x64)                                                                26.0.9752.0         Microsoft Co...
Microsoft.iOS.Templates (x64)                                                                26.5.10284.0        Microsoft Co...
Microsoft.iOS.Templates (x64)                                                                18.5.9219.0         Microsoft Co...
Microsoft.iOS.Windows.Sdk.net10.0_26.0 (x64)                                                 26.0.11017.0        Microsoft Co...
Microsoft.iOS.Windows.Sdk.net10.0_26.5 (x64)                                                 26.5.10284.0        Microsoft Co...
Microsoft.iOS.Windows.Sdk.net8.0_17.0 (x64)                                                  17.0.8523.0         Microsoft Co...
Microsoft.iOS.Windows.Sdk.net8.0_18.0 (x64)                                                  18.0.8324.0         Microsoft Co...
Microsoft.iOS.Windows.Sdk.net9.0_18.0 (x64)                                                  18.0.9617.0         Microsoft Co...
Microsoft.iOS.Windows.Sdk.net9.0_18.5 (x64)                                                  18.5.9219.0         Microsoft Co...
Microsoft.iOS.Windows.Sdk.net9.0_26.0 (x64)                                                  26.0.9752.0         Microsoft Co...
Microsoft.iOS.Windows.Sdk.net9.0_26.5 (x64)                                                  26.5.9002.0         Microsoft Co...
Microsoft.MacCatalyst.Ref.net10.0_26.5 (x64)                                                 26.5.10284.0        Microsoft Co...
Microsoft.MacCatalyst.Ref.net9.0_18.5 (x64)                                                  18.5.9219.0         Microsoft Co...
Microsoft.MacCatalyst.Ref.net9.0_26.0 (x64)                                                  26.0.9752.0         Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst.net10.0_26.5 (x64)                                 26.5.10284.0        Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst-arm64.net10.0_26.5 (x64)                           26.5.10284.0        Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst-arm64.net9.0_18.5 (x64)                            18.5.9219.0         Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst-arm64.net9.0_26.0 (x64)                            26.0.9752.0         Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst-x64.net10.0_26.5 (x64)                             26.5.10284.0        Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst-x64.net9.0_18.5 (x64)                              18.5.9219.0         Microsoft Co...
Microsoft.MacCatalyst.Runtime.maccatalyst-x64.net9.0_26.0 (x64)                              26.0.9752.0         Microsoft Co...
Microsoft.MacCatalyst.Sdk.net10.0_26.0 (x64)                                                 26.0.11017.0        Microsoft Co...
Microsoft.MacCatalyst.Sdk.net10.0_26.5 (x64)                                                 26.5.10284.0        Microsoft Co...
Microsoft.MacCatalyst.Sdk.net8.0_17.0 (x64)                                                  17.0.8523.0         Microsoft Co...
Microsoft.MacCatalyst.Sdk.net8.0_18.0 (x64)                                                  18.0.8324.0         Microsoft Co...
Microsoft.MacCatalyst.Sdk.net9.0_18.0 (x64)                                                  18.0.9617.0         Microsoft Co...
Microsoft.MacCatalyst.Sdk.net9.0_18.5 (x64)                                                  18.5.9219.0         Microsoft Co...
Microsoft.MacCatalyst.Sdk.net9.0_26.0 (x64)                                                  26.0.9752.0         Microsoft Co...
Microsoft.MacCatalyst.Sdk.net9.0_26.5 (x64)                                                  26.5.9002.0         Microsoft Co...
Microsoft.MacCatalyst.Templates (x64)                                                        26.0.9752.0         Microsoft Co...
Microsoft.MacCatalyst.Templates (x64)                                                        18.5.9219.0         Microsoft Co...
Microsoft.MacCatalyst.Templates (x64)                                                        26.5.10284.0        Microsoft Co...
Microsoft.Maui.Controls (x64)                                                                9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls (x64)                                                                9.0.111.0           Microsoft Co...
Microsoft.Maui.Controls (x64)                                                                9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls (x64)                                                                10.0.20.0           Microsoft Co...
Microsoft.Maui.Controls.Build.Tasks (x64)                                                    9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Build.Tasks (x64)                                                    9.0.111.0           Microsoft Co...
Microsoft.Maui.Controls.Build.Tasks (x64)                                                    10.0.20.0           Microsoft Co...
Microsoft.Maui.Controls.Build.Tasks (x64)                                                    9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Compatibility (x64)                                                  9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Compatibility (x64)                                                  9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Compatibility (x64)                                                  9.0.111.0           Microsoft Co...
Microsoft.Maui.Controls.Core (x64)                                                           9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Core (x64)                                                           9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Core (x64)                                                           10.0.20.0           Microsoft Co...
Microsoft.Maui.Controls.Core (x64)                                                           9.0.111.0           Microsoft Co...
Microsoft.Maui.Controls.Xaml (x64)                                                           10.0.20.0           Microsoft Co...
Microsoft.Maui.Controls.Xaml (x64)                                                           9.0.111.0           Microsoft Co...
Microsoft.Maui.Controls.Xaml (x64)                                                           9.0.82.0            Microsoft Co...
Microsoft.Maui.Controls.Xaml (x64)                                                           9.0.82.0            Microsoft Co...
Microsoft.Maui.Core (x64)                                                                    10.0.20.0           Microsoft Co...
Microsoft.Maui.Core (x64)                                                                    9.0.82.0            Microsoft Co...
Microsoft.Maui.Core (x64)                                                                    9.0.82.0            Microsoft Co...
Microsoft.Maui.Core (x64)                                                                    9.0.111.0           Microsoft Co...
Microsoft.Maui.Essentials (x64)                                                              9.0.111.0           Microsoft Co...
Microsoft.Maui.Essentials (x64)                                                              9.0.82.0            Microsoft Co...
Microsoft.Maui.Essentials (x64)                                                              9.0.82.0            Microsoft Co...
Microsoft.Maui.Essentials (x64)                                                              10.0.20.0           Microsoft Co...
Microsoft.Maui.Graphics (x64)                                                                9.0.82.0            Microsoft Co...
Microsoft.Maui.Graphics (x64)                                                                10.0.20.0           Microsoft Co...
Microsoft.Maui.Graphics (x64)                                                                9.0.82.0            Microsoft Co...
Microsoft.Maui.Graphics (x64)                                                                9.0.111.0           Microsoft Co...
Microsoft.Maui.Graphics.Win2D.WinUI.Desktop (x64)                                            9.0.82.0            Microsoft Co...
Microsoft.Maui.Graphics.Win2D.WinUI.Desktop (x64)                                            9.0.111.0           Microsoft Co...
Microsoft.Maui.Graphics.Win2D.WinUI.Desktop (x64)                                            10.0.20.0           Microsoft Co...
Microsoft.Maui.Graphics.Win2D.WinUI.Desktop (x64)                                            9.0.82.0            Microsoft Co...
Microsoft.Maui.Resizetizer (x64)                                                             10.0.20.0           Microsoft Co...
Microsoft.Maui.Resizetizer (x64)                                                             9.0.82.0            Microsoft Co...
Microsoft.Maui.Resizetizer (x64)                                                             9.0.82.0            Microsoft Co...
Microsoft.Maui.Resizetizer (x64)                                                             9.0.111.0           Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             9.0.17.0            Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             8.0.28.0            Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             9.0.10.0            Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             8.0.21.0            Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             8.0.20.0            Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             9.0.9.0             Microsoft Co...
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)                                             10.0.9.0            Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  8.0.28.0            Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  8.0.20.0            Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  9.0.17.0            Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  10.0.9.0            Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  8.0.21.0            Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  9.0.9.0             Microsoft Co...
Microsoft.NET.Runtime.MonoTargets.Sdk (x64)                                                  9.0.10.0            Microsoft Co...
Microsoft.NET.Sdk.Android.Manifest-10.0.100 (x64)                                            36.1.43             Microsoft Co...
Microsoft.NET.Sdk.Android.Manifest-6.0.300                                                   128.75.16384        Microsoft Co...
Microsoft.NET.Sdk.Android.Manifest-7.0.100 (x64)                                             33.0.4              Microsoft Co...
Microsoft.NET.Sdk.Android.Manifest-8.0.100 (x64)                                             34.0.43             Microsoft Co...
Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64)                                             35.0.78             Microsoft Co...
Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64)                                             35.0.101            Microsoft Co...
Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64)                                              64.0.5426           Microsoft Co...
Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64)                                              64.136.23253        Microsoft Co...
Microsoft.NET.Sdk.iOS.Manifest-10.0.100 (x64)                                                255.225.10284       Microsoft Co...
Microsoft.NET.Sdk.iOS.Manifest-6.0.300                                                       125.191.42208       Microsoft Co...
Microsoft.NET.Sdk.iOS.Manifest-7.0.100 (x64)                                                 16.0.0              Microsoft Co...
Microsoft.NET.Sdk.iOS.Manifest-8.0.100 (x64)                                                 17.0.8478           Microsoft Co...
Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64)                                                 26.0.9752           Microsoft Co...
Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64)                                                 18.5.9219           Microsoft Co...
Microsoft.NET.Sdk.MacCatalyst.Manifest-10.0.100 (x64)                                        255.225.10284       Microsoft Co...
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.300                                               125.191.42208       Microsoft Co...
Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100 (x64)                                         15.4.0              Microsoft Co...
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100 (x64)                                         17.0.8478           Microsoft Co...
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64)                                         26.0.9752           Microsoft Co...
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64)                                         18.5.9219           Microsoft Co...
Microsoft.NET.Sdk.macOS.Manifest-10.0.100 (x64)                                              255.225.10284       Microsoft Co...
Microsoft.NET.Sdk.macOS.Manifest-6.0.300                                                     100.255.42208       Microsoft Co...
Microsoft.NET.Sdk.macOS.Manifest-7.0.100 (x64)                                               12.3.0              Microsoft Co...
Microsoft.NET.Sdk.macOS.Manifest-8.0.100 (x64)                                               14.0.8478           Microsoft Co...
Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64)                                               15.5.9219           Microsoft Co...
Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64)                                               26.0.9752           Microsoft Co...
Microsoft.NET.Sdk.Maui.Manifest-10.0.100 (x64)                                               10.0.20             Microsoft Co...
Microsoft.NET.Sdk.Maui.Manifest-6.0.300                                                      24.78.0             Microsoft Co...
Microsoft.NET.Sdk.Maui.Manifest-7.0.100 (x64)                                                7.0.49              Microsoft Co...
Microsoft.NET.Sdk.Maui.Manifest-8.0.100 (x64)                                                8.0.3               Microsoft Co...
Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64)                                                9.0.111             Microsoft Co...
Microsoft.NET.Sdk.tvOS.Manifest-10.0.100 (x64)                                               255.225.10284       Microsoft Co...
Microsoft.NET.Sdk.tvOS.Manifest-6.0.300                                                      125.191.42208       Microsoft Co...
Microsoft.NET.Sdk.tvOS.Manifest-7.0.100 (x64)                                                16.0.0              Microsoft Co...
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100 (x64)                                                17.0.8478           Microsoft Co...
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64)                                                18.5.9219           Microsoft Co...
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64)                                                26.0.9752           Microsoft Co...
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)                                     64.112.53442        Microsoft Co...
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)                                     72.56.53443         Microsoft Co...
Microsoft.NET.Workload.Emscripten.Current.Manifest-10.0.100 (x64)                            81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Emscripten.Manifest (x64)                                             48.144.23281        Microsoft Co...
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)                                        56.80.15172         Microsoft Co...
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)                                        72.56.53443         Microsoft Co...
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)                                        64.112.53442        Microsoft Co...
Microsoft.NET.Workload.Emscripten.net6.Manifest-10.0.100 (x64)                               81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)                                        72.56.53443         Microsoft Co...
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)                                        56.80.15172         Microsoft Co...
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)                                        64.112.53442        Microsoft Co...
Microsoft.NET.Workload.Emscripten.net7.Manifest-10.0.100 (x64)                               81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)                                        72.56.53443         Microsoft Co...
Microsoft.NET.Workload.Emscripten.net8.Manifest-10.0.100 (x64)                               81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Emscripten.net9.Manifest-10.0.100 (x64)                               81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)                                 64.112.53549        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)                                 72.0.53536          Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-10.0.100 (x64)                        81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.Manifest                                               48.3.40665          Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)                                    72.0.53536          Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)                                    56.80.15184         Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)                                    64.112.53549        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-10.0.100 (x64)                           81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)                                    72.0.53536          Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)                                    56.80.15184         Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)                                    64.112.53549        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-10.0.100 (x64)                           81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)                                    72.0.53536          Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-10.0.100 (x64)                           81.180.53633        Microsoft Co...
Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-10.0.100 (x64)                           81.180.53633        Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)                            8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)                          8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)                            9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)                            9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)                                         9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)                                       8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)                                         8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         8.0.21.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         8.0.28.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)                                         9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)                                           9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)                                           9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)                                           9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)                                           8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)                                           10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)                                  9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)                                  9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)                                  9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)                                  8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)                                  10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)                                    8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)                                    9.0.10.0            Microsoft Co...
